delay_condition,method_id,comparator_method_id,metric_id,point_estimate,ci_lower,ci_upper,ci_level,n_bootstrap,uncertainty_unit,interpretation
independent_matched_delay_pool,source_aware_reference,history_mean_static,ranking_regret_reduction_vs_history_mean_static,0.02913638342301746,0.011640039548203841,0.07473258691291762,0.95,100,paired_user_cluster_bootstrap_same_user_weights_with_fixed_history_fitted_proxy_scores,Positive values favor the named route over the history-only static control; intervals spanning zero do not establish incremental dynamic proxy value.
independent_matched_delay_pool,arrival_time_naive,history_mean_static,ranking_regret_reduction_vs_history_mean_static,-0.029373600785258202,-0.11258443962259225,0.00354497332242091,0.95,100,paired_user_cluster_bootstrap_same_user_weights_with_fixed_history_fitted_proxy_scores,Positive values favor the named route over the history-only static control; intervals spanning zero do not establish incremental dynamic proxy value.
independent_matched_delay_pool,source_labelled_empirical,history_mean_static,ranking_regret_reduction_vs_history_mean_static,-0.03426517879725542,-0.0559623937890441,0.025127623138064388,0.95,100,paired_user_cluster_bootstrap_same_user_weights_with_fixed_history_fitted_proxy_scores,Positive values favor the named route over the history-only static control; intervals spanning zero do not establish incremental dynamic proxy value.
independent_matched_delay_pool,partial_source_label_q10,history_mean_static,ranking_regret_reduction_vs_history_mean_static,-0.029373600785258202,-0.09528834165605098,0.009243612885269203,0.95,100,paired_user_cluster_bootstrap_same_user_weights_with_fixed_history_fitted_proxy_scores,Positive values favor the named route over the history-only static control; intervals spanning zero do not establish incremental dynamic proxy value.
independent_matched_delay_pool,partial_source_label_q30,history_mean_static,ranking_regret_reduction_vs_history_mean_static,-0.03361258999566115,-0.07695957508631154,0.010233968710261611,0.95,100,paired_user_cluster_bootstrap_same_user_weights_with_fixed_history_fitted_proxy_scores,Positive values favor the named route over the history-only static control; intervals spanning zero do not establish incremental dynamic proxy value.
independent_matched_delay_pool,partial_source_label_q50,history_mean_static,ranking_regret_reduction_vs_history_mean_static,-0.03798507194283331,-0.06452072401912844,0.026085681379525705,0.95,100,paired_user_cluster_bootstrap_same_user_weights_with_fixed_history_fitted_proxy_scores,Positive values favor the named route over the history-only static control; intervals spanning zero do not establish incremental dynamic proxy value.
independent_matched_delay_pool,history_ewma_ridge_proxy,history_mean_static,ranking_regret_reduction_vs_history_mean_static,0.004300673470668856,-0.0054654597471060495,0.014051072169866107,0.95,100,paired_user_cluster_bootstrap_same_user_weights_with_fixed_history_fitted_proxy_scores,Positive values favor the named route over the history-only static control; intervals spanning zero do not establish incremental dynamic proxy value.
independent_matched_delay_pool,short_term_composite_surrogate,history_mean_static,ranking_regret_reduction_vs_history_mean_static,-0.01717019257890542,-0.036868476518779614,-0.001785700499554986,0.95,100,paired_user_cluster_bootstrap_same_user_weights_with_fixed_history_fitted_proxy_scores,Positive values favor the named route over the history-only static control; intervals spanning zero do not establish incremental dynamic proxy value.
independent_matched_delay_pool,short_term_ridge_proxy,history_mean_static,ranking_regret_reduction_vs_history_mean_static,0.004300673470668856,-0.0054654597471060495,0.014051072169866107,0.95,100,paired_user_cluster_bootstrap_same_user_weights_with_fixed_history_fitted_proxy_scores,Positive values favor the named route over the history-only static control; intervals spanning zero do not establish incremental dynamic proxy value.
action_value_coupled_matched_delay_pool,source_aware_reference,history_mean_static,ranking_regret_reduction_vs_history_mean_static,0.02913638342301746,0.011640039548203841,0.07473258691291762,0.95,100,paired_user_cluster_bootstrap_same_user_weights_with_fixed_history_fitted_proxy_scores,Positive values favor the named route over the history-only static control; intervals spanning zero do not establish incremental dynamic proxy value.
action_value_coupled_matched_delay_pool,arrival_time_naive,history_mean_static,ranking_regret_reduction_vs_history_mean_static,-0.04862046928324769,-0.11844339782134848,0.005286845058654099,0.95,100,paired_user_cluster_bootstrap_same_user_weights_with_fixed_history_fitted_proxy_scores,Positive values favor the named route over the history-only static control; intervals spanning zero do not establish incremental dynamic proxy value.
action_value_coupled_matched_delay_pool,source_labelled_empirical,history_mean_static,ranking_regret_reduction_vs_history_mean_static,-0.022668917000782354,-0.04372486088502996,0.031963127973762474,0.95,100,paired_user_cluster_bootstrap_same_user_weights_with_fixed_history_fitted_proxy_scores,Positive values favor the named route over the history-only static control; intervals spanning zero do not establish incremental dynamic proxy value.
action_value_coupled_matched_delay_pool,partial_source_label_q10,history_mean_static,ranking_regret_reduction_vs_history_mean_static,-0.029111174141007303,-0.09247504281353233,0.008590670479404615,0.95,100,paired_user_cluster_bootstrap_same_user_weights_with_fixed_history_fitted_proxy_scores,Positive values favor the named route over the history-only static control; intervals spanning zero do not establish incremental dynamic proxy value.
action_value_coupled_matched_delay_pool,partial_source_label_q30,history_mean_static,ranking_regret_reduction_vs_history_mean_static,-0.029901922108855162,-0.0707061343457619,0.01928085648871331,0.95,100,paired_user_cluster_bootstrap_same_user_weights_with_fixed_history_fitted_proxy_scores,Positive values favor the named route over the history-only static control; intervals spanning zero do not establish incremental dynamic proxy value.
action_value_coupled_matched_delay_pool,partial_source_label_q50,history_mean_static,ranking_regret_reduction_vs_history_mean_static,-0.029613353119557918,-0.059387742530141265,0.02705446903728758,0.95,100,paired_user_cluster_bootstrap_same_user_weights_with_fixed_history_fitted_proxy_scores,Positive values favor the named route over the history-only static control; intervals spanning zero do not establish incremental dynamic proxy value.
action_value_coupled_matched_delay_pool,history_ewma_ridge_proxy,history_mean_static,ranking_regret_reduction_vs_history_mean_static,0.004300673470668856,-0.0054654597471060495,0.014051072169866107,0.95,100,paired_user_cluster_bootstrap_same_user_weights_with_fixed_history_fitted_proxy_scores,Positive values favor the named route over the history-only static control; intervals spanning zero do not establish incremental dynamic proxy value.
action_value_coupled_matched_delay_pool,short_term_composite_surrogate,history_mean_static,ranking_regret_reduction_vs_history_mean_static,-0.01717019257890542,-0.036868476518779614,-0.001785700499554986,0.95,100,paired_user_cluster_bootstrap_same_user_weights_with_fixed_history_fitted_proxy_scores,Positive values favor the named route over the history-only static control; intervals spanning zero do not establish incremental dynamic proxy value.
action_value_coupled_matched_delay_pool,short_term_ridge_proxy,history_mean_static,ranking_regret_reduction_vs_history_mean_static,0.004300673470668856,-0.0054654597471060495,0.014051072169866107,0.95,100,paired_user_cluster_bootstrap_same_user_weights_with_fixed_history_fitted_proxy_scores,Positive values favor the named route over the history-only static control; intervals spanning zero do not establish incremental dynamic proxy value.
