figure_id,panel_id,experiment_id,subexperiment_id,setting_id,method_id,method_display_name,information_interface,reference_role,diagnostic_only,deployable,metric_id,metric_formula_id,x_id,x_value,x_display_label,y_value,ci_lower,ci_upper,ci_level,uncertainty_unit,n_seeds,n_bootstrap,n_events,n_users,filter_id,filter_description,run_mode,paper_result,notes
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_true_mass,exp1_controlled_validity,source_binding_validity,zero_static,soft_attribution_em,Soft attribution EM,partial_attribution,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,0.0,Zero,0.9999999999027834,0.9999999999027288,0.9999999999028404,0.95,shared_simulation_seed,30,2000,150000,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,full,True,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_true_mass,exp1_controlled_validity,source_binding_validity,zero_static,soft_attribution_em_stationary_ablation,Stationary geometric EM ablation,partial_attribution,diagnostic_control,True,False,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,0.0,Zero,0.0637777360306944,0.0637281530001154,0.0638221482155626,0.95,shared_simulation_seed,30,2000,150000,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,full,True,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_true_mass,exp1_controlled_validity,source_binding_validity,zero_static,proxy_state,Filtered state proxy,proxy_state,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,0.0,Zero,0.9999999999027894,0.9999999999027332,0.9999999999028516,0.95,shared_simulation_seed,30,2000,150000,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,full,True,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_true_mass,exp1_controlled_validity,source_binding_validity,zero_static,soft_attribution_em,Soft attribution EM,partial_attribution,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,0.0,Zero,0.999999999902785,0.9999999999027336,0.9999999999028352,0.95,shared_simulation_seed,30,2000,150000,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,full,True,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_true_mass,exp1_controlled_validity,source_binding_validity,zero_static,soft_attribution_em_stationary_ablation,Stationary geometric EM ablation,partial_attribution,diagnostic_control,True,False,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,0.0,Zero,0.0633860273542208,0.0633739475976026,0.0633969521324629,0.95,shared_simulation_seed,30,2000,150000,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,full,True,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_true_mass,exp1_controlled_validity,source_binding_validity,zero_static,proxy_state,Filtered state proxy,proxy_state,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,0.0,Zero,0.9999999999028248,0.999999999902774,0.9999999999028728,0.95,shared_simulation_seed,30,2000,150000,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,full,True,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_true_mass,exp1_controlled_validity,source_binding_validity,aligned_static_delay_15,soft_attribution_em,Soft attribution EM,partial_attribution,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,1.0,Aligned static 15,0.9999999999025824,0.9999999999025292,0.999999999902639,0.95,shared_simulation_seed,30,2000,149550,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,full,True,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_true_mass,exp1_controlled_validity,source_binding_validity,aligned_static_delay_15,soft_attribution_em_stationary_ablation,Stationary geometric EM ablation,partial_attribution,diagnostic_control,True,False,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,1.0,Aligned static 15,0.0240000064026552,0.0239940720419814,0.0240060715734101,0.95,shared_simulation_seed,30,2000,149550,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,full,True,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_true_mass,exp1_controlled_validity,source_binding_validity,aligned_static_delay_15,proxy_state,Filtered state proxy,proxy_state,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,1.0,Aligned static 15,0.9999999999025004,0.9999999999024456,0.9999999999025532,0.95,shared_simulation_seed,30,2000,149550,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,full,True,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_true_mass,exp1_controlled_validity,source_binding_validity,aligned_static_delay_15,soft_attribution_em,Soft attribution EM,partial_attribution,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,1.0,Aligned static 15,0.999999999902516,0.999999999902467,0.999999999902557,0.95,shared_simulation_seed,30,2000,149550,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,full,True,
